Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Company-Name,Consumer-Name,Date,Cost,Gross-Margin%,Break-Even,Net-Sales,Sales-per-Qty,Profit-per-Qty,Cost-per-Qty
Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Appliances,646.272,8,0.2,64.6272,null,Shandeigh Kidston,2018-08-12,581.6448,10.000000000000002,58.16447999999999,646.072,80.784,8.0784,72.7056
Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,10.368,2,0.2,3.7584,null,Aurea Gepson,2019-06-11,6.6096,36.25,0.1823337931034483,10.168000000000001,5.184,1.8792,3.3048
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Fasteners,8.4,5,0.0,0.336,Kilback-Baumbach,null,2018-01-17,8.064,4.0000000000000036,2.0159999999999982,8.4,1.6800000000000002,0.06720000000000001,1.6128
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,71.96,5,0.2,25.186,Krajcik and Carroll,null,2018-02-16,46.773999999999994,35.0,1.3363999999999998,71.75999999999999,14.392,5.0372,9.3548
First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Art,18.48,2,0.2,6.006,null,Tommy Kohlerman,2018-12-14,12.474,32.5,0.3838153846153846,18.28,9.24,3.003,6.237
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,9.84,3,0.0,2.8536,null,Blondy Bellard,2018-08-01,6.9864,29.000000000000004,0.24091034482758616,9.84,3.28,0.9512,2.3287999999999998
Same Day,Consumer,United States,Miami,Florida,33142,South,Furniture,Chairs,239.24,1,0.2,23.924,null,Taylor Melsome,2019-07-20,215.316,10.000000000000002,21.531599999999997,239.04000000000002,239.24,23.924,215.316
Standard Class,Corporate,United States,Nashua,New Hampshire,3060,East,Furniture,Furnishings,21.12,4,0.0,6.5472,Krajcik and Carroll,null,2018-08-20,14.5728,31.0,0.4700903225806452,21.12,5.28,1.6368,3.6432
First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,54.9,5,0.0,15.372,null,Hatty Frances,2019-06-11,39.528,28.000000000000004,1.4117142857142855,54.9,10.98,3.0744,7.9056
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,Furnishings,15.24,3,0.0,5.1816,Torphy and Kertzmann,null,2019-03-24,10.058399999999999,34.00000000000001,0.295835294117647,15.24,5.08,1.7272,3.3528
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Appliances,19.568,2,0.8,-52.8336,null,Taylor Melsome,2019-02-05,72.4016,-270.0,-0.2681540740740741,18.768,9.784,-26.4168,36.2008
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders,310.392,4,0.8,-512.1468,null,Alejoa Kinder,2019-04-05,822.5388,-165.0,-4.985083636363637,309.592,77.598,-128.0367,205.6347
Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Furniture,Furnishings,42.6,3,0.0,16.614,null,Liuka Kiezler,2018-08-01,25.986,39.0,0.6663076923076924,42.6,14.200000000000001,5.538,8.662
Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Binders,113.94,6,0.0,54.6912,null,Catriona Soppit,2019-01-19,59.248799999999996,48.00000000000001,1.2343499999999998,113.94,18.99,9.1152,9.874799999999999
Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Storage,129.92,4,0.0,5.1968,null,Elizabet McCrillis,2019-02-16,124.72319999999999,3.9999999999999973,31.18080000000002,129.92,32.48,1.2992,31.180799999999998
Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Art,5.28,3,0.0,2.5344,null,Abrahan Grimsdell,2019-10-22,2.7456,48.00000000000001,0.057199999999999994,5.28,1.76,0.8448000000000001,0.9152
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,859.2,3,0.2,75.18,Williamson LLC,null,2018-03-03,784.02,8.750000000000007,89.60228571428564,859.0,286.40000000000003,25.060000000000002,261.34
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Machines,506.28,3,0.2,177.198,Wilderman Inc,null,2019-06-27,329.082,35.0,9.402342857142857,506.08,168.76,59.066,109.694
Standard Class,Consumer,United States,Sierra Vista,Arizona,85635,West,Furniture,Furnishings,14.368,2,0.2,3.9512,null,Catriona Soppit,2019-03-10,10.4168,27.500000000000004,0.3787927272727272,14.168000000000001,7.184,1.9756,5.2084
Second Class,Corporate,United States,Knoxville,Tennessee,37918,South,Furniture,Chairs,314.352,3,0.2,-35.3646,Lemke,null,2018-12-08,349.71659999999997,-11.249999999999998,-31.08592,314.152,104.78399999999999,-11.788200000000002,116.5722
Second Class,Corporate,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,27.888,7,0.2,10.1094,Krajcik and Carroll,null,2018-03-11,17.7786,36.25,0.49044413793103453,27.688000000000002,3.9840000000000004,1.4442000000000002,2.5398
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,238.152,3,0.2,89.307,MacGyver and Torphy,null,2019-03-03,148.84499999999997,37.500000000000014,3.9691999999999976,237.952,79.384,29.769000000000002,49.61499999999999
Standard Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Furniture,Tables,692.94,3,0.0,173.235,Yost-McGlynn,null,2019-05-20,519.705,25.0,20.788200000000003,692.94,230.98000000000002,57.745000000000005,173.235
Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Binders,16.146,9,0.7,-12.9168,Champlin and Lakin,null,2018-02-02,29.062800000000003,-80.0,-0.363285,15.446000000000002,1.794,-1.4352,3.2292000000000005
Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Binders,1345.485,5,0.7,-1031.5385,"Wolf, Ondricka and Haag",null,2019-05-14,2377.0235000000002,-76.6666666666667,-31.004654347826076,1344.7849999999999,269.097,-206.3077,475.40470000000005
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,173.488,7,0.2,54.215,null,Dur Turner,2018-04-17,119.273,31.25,3.8167359999999997,173.288,24.784,7.745,17.038999999999998
Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Art,57.75,5,0.0,16.17,null,Barnett Hogben,2018-12-15,41.58,28.000000000000004,1.4849999999999997,57.75,11.55,3.2340000000000004,8.315999999999999
Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,272.4,5,0.0,76.272,null,Elizabet McCrillis,2019-11-16,196.128,27.999999999999996,7.004571428571429,272.4,54.48,15.2544,39.2256
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,11.952,3,0.2,4.0338,Smitham-Lesch,null,2018-06-03,7.9182,33.75,0.2346133333333333,11.752,3.984,1.3446,2.6393999999999997
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Furniture,Furnishings,28.0,4,0.2,7.7,Torphy and Kertzmann,null,2018-10-18,20.3,27.499999999999996,0.7381818181818183,27.8,7.0,1.925,5.075
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,12.201,7,0.7,-9.7608,Heller Group,null,2018-12-26,21.9618,-80.0,-0.2745225,11.501000000000001,1.743,-1.3943999999999999,3.1374
First Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Binders,2.068,1,0.8,-3.4122,null,Dur Turner,2018-10-08,5.4802,-165.0,-0.03321333333333333,1.268,2.068,-3.4122,5.4802
First Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Paper,83.84,8,0.2,30.392,null,Brittan Scheffler,2018-10-07,53.44800000000001,36.24999999999999,1.474427586206897,83.64,10.48,3.799,6.681000000000001
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Envelopes,11.36,2,0.0,5.3392,Rosenbaum-Moore,null,2018-01-02,6.0207999999999995,47.0,0.12810212765957446,11.36,5.68,2.6696,3.0103999999999997
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,36.4,5,0.0,17.472,Kris LLC,null,2018-09-13,18.927999999999997,48.00000000000001,0.3943333333333332,36.4,7.279999999999999,3.4944,3.7855999999999996
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,27.968,2,0.2,6.992,null,Barnett Hogben,2019-09-21,20.976,25.000000000000007,0.8390399999999997,27.768,13.984,3.496,10.488
Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Storage,142.04,4,0.0,38.3508,"Gislason, Harvey and Paucek",null,2019-10-07,103.6892,26.999999999999996,3.840340740740741,142.04,35.51,9.5877,25.9223
Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Art,14.67,3,0.0,6.0147,Lemke,null,2018-08-28,8.6553,41.0,0.2111048780487805,14.67,4.89,2.0049,2.8851
Second Class,Consumer,United States,San Diego,California,92037,West,Technology,Copiers,1199.96,5,0.2,224.9925,null,Catriona Soppit,2019-08-23,974.9675,18.750000000000007,51.998266666666645,1199.76,239.99200000000002,44.9985,194.99349999999998
Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,12.6,3,0.0,6.174,null,Webb Worral,2018-05-27,6.425999999999999,49.00000000000001,0.13114285714285712,12.6,4.2,2.0580000000000003,2.142
Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,17.94,3,0.0,8.073,null,Sada Weighell,2018-08-04,9.867,45.0,0.2192666666666667,17.94,5.98,2.6910000000000003,3.289
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,23.904,6,0.2,7.7688,null,Brok Addionizio,2019-02-22,16.1352,32.49999999999999,0.49646769230769244,23.704,3.984,1.2948,2.6892
Standard Class,Consumer,United States,Bartlett,Tennessee,38134,South,Office Supplies,Supplies,88.96,8,0.2,10.008,null,Talbot Colman,2019-01-04,78.952,11.249999999999996,7.017955555555558,88.75999999999999,11.12,1.251,9.869
Standard Class,Home Office,United States,Lakewood,California,90712,West,Furniture,Chairs,518.272,8,0.2,-97.176,Kozey Inc,null,2019-09-05,615.4480000000001,-18.750000000000007,-32.823893333333324,518.072,64.784,-12.147,76.93100000000001
Standard Class,Home Office,United States,Lakewood,California,90712,West,Furniture,Furnishings,6.98,1,0.0,3.3504,Heller Group,null,2019-12-09,3.6296000000000004,48.0,0.07561666666666668,6.98,6.98,3.3504,3.6296000000000004
Standard Class,Home Office,United States,Lakewood,California,90712,West,Technology,Machines,343.2,1,0.2,38.61,"Gislason, Harvey and Paucek",null,2018-09-10,304.59,11.250000000000004,27.074666666666655,343.0,343.2,38.61,304.59
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,17.544,3,0.2,5.9211,"Ryan and Sons,Conn Group,	Herman LLC",null,2018-08-14,11.622900000000001,33.75,0.34438222222222226,17.344,5.848,1.9737,3.8743000000000003
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,152.688,2,0.2,-26.7204,null,Hatty Frances,2018-11-26,179.4084,-17.50000000000001,-10.251908571428565,152.488,76.344,-13.3602,89.7042
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Fasteners,3.488,2,0.2,0.5668,null,Brittan Scheffler,2019-03-16,2.9212,16.250000000000007,0.17976615384615374,3.288,1.744,0.2834,1.4606
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Supplies,5.888,2,0.2,-1.3248,null,Chad Karslake,2018-07-20,7.2128,-22.499999999999996,-0.3205688888888889,5.688,2.944,-0.6624,3.6064
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,153.552,3,0.2,51.8238,"Schroeder, Dare and Olson",null,2019-09-15,101.72819999999999,33.75000000000001,3.014168888888888,153.352,51.184,17.2746,33.9094
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Storage,270.62,2,0.0,2.7062,Kunze LLC,null,2019-12-16,267.9138,1.0000000000000089,267.9137999999976,270.62,135.31,1.3531,133.9569
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,468.9,6,0.0,206.316,null,Judy Leisk,2019-12-14,262.58399999999995,44.000000000000014,5.967818181818179,468.9,78.14999999999999,34.386,43.76399999999999
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,72.48,2,0.0,30.4416,null,Webb Worral,2018-09-16,42.0384,42.0,1.0009142857142859,72.48,36.24,15.2208,21.0192
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,10.95,3,0.0,3.285,null,Aida Wickson,2019-10-19,7.664999999999999,30.000000000000004,0.25549999999999995,10.95,3.65,1.095,2.5549999999999997
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,191.82,3,0.0,61.3824,null,Jeremias Ledwith,2018-05-14,130.4376,31.999999999999996,4.076175000000001,191.82,63.94,20.4608,43.4792
First Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Storage,151.056,9,0.2,7.5528,MacGyver and Torphy,null,2018-05-14,143.50320000000002,4.999999999999993,28.700640000000046,150.85600000000002,16.784000000000002,0.8392000000000001,15.944800000000003
Same Day,Consumer,United States,Lubbock,Texas,79424,Central,Furniture,Furnishings,25.16,5,0.6,-11.322,null,Dur Turner,2018-07-09,36.482,-44.99999999999999,-0.8107111111111113,24.56,5.032,-2.2643999999999997,7.2964
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,6.216,6,0.8,-9.6348,null,Sada Weighell,2018-09-23,15.8508,-154.99999999999997,-0.10226322580645163,5.416,1.036,-1.6058000000000001,2.6418
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,23.616,9,0.2,2.6568,null,Brittan Scheffler,2019-04-20,20.9592,11.250000000000002,1.8630399999999996,23.416,2.624,0.2952,2.3287999999999998
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,24.032,2,0.2,-0.6008,null,Jeramey Layus,2018-06-14,24.6328,-2.4999999999999982,-9.853120000000008,23.832,12.016,-0.3004,12.3164
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Labels,2.088,1,0.2,0.6786,null,Aida Wickson,2019-08-10,1.4094000000000002,32.49999999999999,0.04336615384615386,1.8880000000000001,2.088,0.6786,1.4094000000000002
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,4.488,6,0.8,-6.732,null,Abrahan Grimsdell,2019-11-16,11.22,-150.0,-0.0748,3.6880000000000006,0.7480000000000001,-1.122,1.87
Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,29.22,3,0.0,12.8568,null,Talbot Colman,2018-06-15,16.3632,44.0,0.37189090909090905,29.22,9.74,4.2856,5.4544
Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,6.48,1,0.0,3.1104,"Schroeder, Dare and Olson",null,2018-08-02,3.3696000000000006,47.99999999999999,0.07020000000000003,6.48,6.48,3.1104,3.3696000000000006
Second Class,Corporate,United States,Loveland,Colorado,80538,West,Office Supplies,Binders,1.188,2,0.7,-0.99,Kub Group,null,2019-08-01,2.178,-83.33333333333334,-0.026135999999999996,0.488,0.594,-0.495,1.089
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,272.646,3,0.1,18.1764,null,Catriona Soppit,2019-03-16,254.4696,6.666666666666667,38.17044,272.546,90.882,6.058800000000001,84.8232
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,212.8,2,0.0,95.76,null,Alejoa Kinder,2018-08-22,117.04,45.0,2.600888888888889,212.8,106.4,47.88,58.52
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,38.52,9,0.0,18.1044,null,Talbot Colman,2019-11-24,20.415600000000005,46.99999999999999,0.43437446808510655,38.52,4.28,2.0115999999999996,2.2684000000000006
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,72.64,2,0.0,21.792,null,Sada Weighell,2018-02-10,50.848,30.000000000000004,1.6949333333333332,72.64,36.32,10.896,25.424
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,45.4,4,0.0,12.712,null,Abrahan Grimsdell,2018-12-07,32.688,27.999999999999993,1.1674285714285717,45.4,11.35,3.178,8.172
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,13.76,2,0.0,6.3296,null,Catriona Soppit,2018-03-20,7.4304,46.0,0.1615304347826087,13.76,6.88,3.1648,3.7152
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,80.991,1,0.1,8.0991,null,Hatty Frances,2019-02-24,72.89189999999999,10.000000000000009,7.2891899999999925,80.891,80.991,8.0991,72.89189999999999
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,11.784,3,0.2,3.9771,null,Brok Addionizio,2018-09-12,7.806900000000001,33.75,0.23131555555555558,11.584000000000001,3.9280000000000004,1.3257,2.6023
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,4.36,2,0.0,1.7876,null,Brittan Scheffler,2019-03-24,2.5724,41.0,0.06274146341463414,4.36,2.18,0.8938,1.2862
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,2888.127,11,0.1,609.7157,null,Webb Worral,2018-02-16,2278.4112999999998,21.111111111111118,107.92474578947363,2888.027,262.557,55.4287,207.12829999999997
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,1299.66,2,0.0,350.9082,null,Franzen Ellett,2018-07-15,948.7518,27.0,35.138955555555555,1299.66,649.83,175.4541,474.3759
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,2254.41,5,0.1,375.735,null,Laura Daintrey,2019-04-26,1878.6749999999997,16.666666666666675,112.72049999999993,2254.31,450.88199999999995,75.147,375.73499999999996
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,104.85,3,0.0,28.3095,null,Catherine Ilieve,2018-08-26,76.5405,27.0,2.834833333333333,104.85,34.949999999999996,9.4365,25.513499999999997
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,59.97,3,0.0,20.3898,null,Hatty Frances,2018-02-07,39.5802,34.0,1.1641235294117647,59.97,19.99,6.796600000000001,13.193399999999999
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,314.532,2,0.4,-83.8752,Lesch and Rowe,null,2019-09-08,398.4072,-26.66666666666667,-14.940269999999996,314.132,157.266,-41.9376,199.2036
Standard Class,Corporate,United States,Miami,Florida,33178,South,Office Supplies,Art,13.632,4,0.2,3.5784,Cummings,null,2019-05-13,10.0536,26.25,0.3829942857142857,13.432,3.408,0.8946,2.5134
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Appliances,19.432,2,0.8,-49.5516,null,Karin Kingwell,2018-12-11,68.9836,-254.99999999999997,-0.2705239215686275,18.631999999999998,9.716,-24.7758,34.4918
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Technology,Accessories,65.44,5,0.2,-8.18,null,Chad Karslake,2019-04-09,73.62,-12.50000000000001,-5.889599999999995,65.24,13.088,-1.636,14.724
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,6.0,2,0.2,2.1,null,Franzen Ellett,2019-08-09,3.9,35.0,0.11142857142857143,5.8,3.0,1.05,1.95
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,1.908,3,0.8,-3.2436,null,Blondy Bellard,2018-09-21,5.1516,-170.00000000000003,-0.0303035294117647,1.1079999999999999,0.636,-1.0812,1.7172
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,1474.802,7,0.3,-21.0686,null,Karin Kingwell,2019-07-23,1495.8706,-1.4285714285714326,-1047.109419999997,1474.502,210.68599999999998,-3.0098,213.6958
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Appliances,110.096,2,0.2,33.0288,null,Talbot Colman,2019-12-03,77.06720000000001,29.99999999999999,2.5689066666666682,109.896,55.048,16.5144,38.53360000000001
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Fasteners,16.752,6,0.2,5.4444,null,Vladamir Hay,2018-02-14,11.307599999999999,32.5,0.34792615384615383,16.552,2.792,0.9074,1.8845999999999998
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,1537.074,9,0.3,0.0,null,Gianna Mival,2018-12-01,1537.074,0.0,inf,1536.7740000000001,170.786,0.0,170.786
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,449.372,2,0.3,-12.8392,null,Catriona Soppit,2019-02-20,462.2112,-2.857142857142858,-161.77391999999995,449.072,224.686,-6.4196,231.1056
Standard Class,Corporate,United States,Redwood City,California,94061,West,Office Supplies,Binders,41.904,6,0.2,14.1426,Heaney,null,2019-10-04,27.761400000000002,33.75,0.8225600000000001,41.704,6.984000000000001,2.3571,4.6269
Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,2279.96,4,0.0,592.7896,Walter,null,2018-09-11,1687.1704,26.0,64.89116923076924,2279.96,569.99,148.1974,421.7926
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,14.94,3,0.0,6.8724,Kris LLC,null,2019-07-16,8.067599999999999,46.00000000000001,0.17538260869565211,14.94,4.9799999999999995,2.2908,2.6891999999999996
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Phones,191.976,3,0.2,19.1976,Daniel LLC,null,2019-04-20,172.7784,9.999999999999996,17.27784000000001,191.776,63.992,6.3992,57.592800000000004
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Art,23.832,3,0.2,6.5538,Weissnat-Romaguera,null,2019-04-21,17.278200000000002,27.499999999999996,0.628298181818182,23.632,7.944,2.1846,5.7594
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Furniture,Furnishings,409.216,8,0.2,61.3824,Krajcik and Carroll,null,2018-02-19,347.8336,15.000000000000005,23.188906666666657,409.016,51.152,7.6728,43.4792
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Furniture,Bookcases,72.588,2,0.7,-128.2388,"Wolf, Ondricka and Haag",null,2018-10-28,200.8268,-176.66666666666669,-1.136755471698113,71.88799999999999,36.294,-64.1194,100.4134
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,61.568,2,0.2,4.6176,null,Franzen Ellett,2018-06-19,56.950399999999995,7.500000000000005,7.59338666666666,61.367999999999995,30.784,2.3088,28.475199999999997
Standard Class,Home Office,United States,Bedford,Texas,76021,Central,Office Supplies,Paper,20.96,4,0.2,6.812,Blanda,null,2018-10-12,14.148,32.50000000000001,0.4353230769230768,20.76,5.24,1.703,3.537
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,44.75,5,0.0,8.5025,Graham,null,2019-12-27,36.2475,18.999999999999993,1.9077631578947376,44.75,8.95,1.7005,7.2495
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,11.96,2,0.0,5.382,Runolfsson and Wisozk,null,2019-07-01,6.578000000000001,44.99999999999999,0.14617777777777782,11.96,5.98,2.691,3.2890000000000006
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,3.912,1,0.2,1.2714,"Schroeder, Dare and Olson",null,2018-03-07,2.6406,32.49999999999999,0.08124923076923078,3.7119999999999997,3.912,1.2714,2.6406
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,327.996,6,0.1,54.666,null,Brok Addionizio,2018-02-19,273.33,16.666666666666664,16.399800000000003,327.89599999999996,54.666,9.110999999999999,45.555
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,49.408,4,0.2,18.528,Lemke,null,2018-04-15,30.880000000000003,37.49999999999999,0.8234666666666669,49.208,12.352,4.632,7.720000000000001
Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Technology,Accessories,53.25,3,0.0,20.7675,Mosciski LLC,null,2018-09-05,32.4825,38.99999999999999,0.8328846153846156,53.25,17.75,6.922499999999999,10.8275
Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Fasteners,3.76,2,0.0,1.316,White-Johnston,null,2018-06-21,2.444,35.0,0.06982857142857142,3.76,1.88,0.658,1.222
Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,767.214,14,0.1,161.9674,Kozey Inc,null,2019-01-11,605.2466000000001,21.111111111111107,28.669575789473694,767.114,54.801,11.5691,43.2319
Standard Class,Consumer,United States,Lebanon,Tennessee,37087,South,Office Supplies,Paper,163.96,5,0.2,59.4355,null,Chad Karslake,2018-11-08,104.52450000000002,36.24999999999999,2.883434482758622,163.76000000000002,32.792,11.8871,20.904900000000005
First Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Tables,161.28,2,0.2,12.096,"Gislason, Harvey and Paucek",null,2018-10-08,149.184,7.500000000000003,19.891199999999994,161.08,80.64,6.048,74.592
Same Day,Consumer,United States,Chula Vista,California,91911,West,Office Supplies,Art,192.8,4,0.0,55.912,null,Elizabet McCrillis,2018-05-23,136.888,29.000000000000004,4.7202758620689655,192.8,48.2,13.978,34.222
Standard Class,Home Office,United States,Mcallen,Texas,78501,Central,Technology,Accessories,27.696,3,0.2,3.462,Krajcik and Carroll,null,2018-11-20,24.234,12.499999999999998,1.9387200000000004,27.496000000000002,9.232000000000001,1.1540000000000001,8.078000000000001
Standard Class,Home Office,United States,Mcallen,Texas,78501,Central,Office Supplies,Appliances,73.164,6,0.8,-186.5682,Lemke,null,2018-09-22,259.7322,-254.99999999999997,-1.0185576470588236,72.364,12.194,-31.0947,43.2887
Second Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,32.064,6,0.2,11.2224,null,Talbot Colman,2019-03-08,20.8416,35.0,0.5954742857142857,31.864,5.344,1.8704,3.4736
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,205.666,2,0.15,-12.098,null,Dur Turner,2019-12-03,217.764,-5.882352941176476,-37.019879999999965,205.516,102.833,-6.049,108.882
First Class,Consumer,United States,Santa Maria,California,93454,West,Office Supplies,Storage,115.44,3,0.0,30.0144,null,Chad Karslake,2019-03-07,85.4256,25.999999999999996,3.2856000000000005,115.44,38.48,10.0048,28.4752
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Paper,274.8,5,0.0,134.652,null,Gianna Mival,2018-09-27,140.14800000000002,48.99999999999999,2.8601632653061233,274.8,54.96,26.9304,28.029600000000006
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,195.64,4,0.0,3.9128,null,Vladamir Hay,2019-10-25,191.72719999999998,2.0000000000000027,95.86359999999986,195.64,48.91,0.9782,47.931799999999996
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Technology,Phones,257.98,2,0.0,74.8142,null,Jeramey Layus,2019-02-27,183.16580000000002,28.999999999999996,6.316062068965518,257.98,128.99,37.4071,91.58290000000001
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Art,119.04,6,0.0,48.8064,null,Sada Weighell,2018-08-15,70.23360000000001,41.0,1.7130146341463417,119.04,19.84,8.1344,11.705600000000002
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,20.07,3,0.0,9.2322,null,Tommy Kohlerman,2018-10-15,10.8378,46.0,0.23560434782608694,20.07,6.69,3.0774000000000004,3.6126
